tweet_text,cyberbullying_type,toxicity,is_cyberbullying,predicted
"@_DirtyTruths So at the moment, I'm busy trying to track down the sources of your conspiracy theories.",not_cyberbullying,0.11036996,0,0
"@MetroidThief hahaha, the only anime wall scroll I own is from Lain :)",not_cyberbullying,0.10002319,0,0
@victorlisboa76 LMAO TOO MANY RIGHTS,not_cyberbullying,0.11652588,0,0
@GleamingRazor @AliTahmizian @raqqa_mcr Just the fact that no one can give reports should tell you everything.,not_cyberbullying,0.036870047,0,0
Hooray! #MKR just got exciting again lol,not_cyberbullying,0.11161,0,0
On that Supernova facebook thread. Hoooooooly shit.,not_cyberbullying,0.743089,0,0
My job gives me a constant stream of endorphins.,not_cyberbullying,0.15490346,0,0
18 bats,not_cyberbullying,0.07687678,0,0
"Bullying victims often suffer academically, particularly high-achieving blacks and Latinos http://t.co/cnasSFo #Psychology",not_cyberbullying,0.25462922,0,0
RT @umair4v: Identity of Women http://t.co/L4lPllgGI1,not_cyberbullying,0.02873857,0,0
"RT @xymalf: ISIS orders genital mutilation of women and girls in Mosul, Iraq http://t.co/07UbzYHWjq",not_cyberbullying,0.4269174,0,0
RT @randi_ebooks: I checked the piano but I don't even fucking put men in here?,not_cyberbullying,0.62702215,0,0
sociais,not_cyberbullying,0.023317585,0,0
@RealandIllusory = ranting idiot.,not_cyberbullying,0.6863638,0,0
"RT @_CHYnese__: Miserable Martha's , Pathetic Patty's &amp; Bullshit Becky'sðððððð¤·ð½ââï¸ https://t.co/eB9QH9DyD7",not_cyberbullying,0.47119883,0,0
sitting next to @SoniaMalikCrazy and Jennifer. Eww #notsohappymonday,not_cyberbullying,0.15324512,0,0
HBR.org: Identify and Stop Workplace Bullying http://t.co/5gV05em,not_cyberbullying,0.05378982,0,0
"@VeryWhiteGuy @Me you can just do that with twitter search. Unless you are looking to not block manually. ez enough to write, though.",not_cyberbullying,0.10175867,0,0
I HIT A BIRD THIS MORNING AND IT GOT CAUGHT UNDERNEATH MY CAR CAR AND ALL I HAD TO DO WAS LISTEN TO IT DIE. IT WAS AWFUL,not_cyberbullying,0.45751464,0,0
Thinking of submitting @niftynemi to Bully Beatdown. That...would be nice.,not_cyberbullying,0.20839658,0,0
"@AwaasM @Clarkkent2215 Also, Shia Muslims and Sunni Muslims have been attacking each other's institutions for years.",not_cyberbullying,0.37751234,0,0
RT @Yonadav7: Elder Of Ziyon - Israel News: The collection of Charlie Hedbo Mohammed cartoons http://t.co/tenqB24kkp,not_cyberbullying,0.07845957,0,0
@jonrosenberg they are both pretty entertaining to talk to sometimes. ;),not_cyberbullying,0.019854378,0,0
I Neva met a bully nigga I could beat,not_cyberbullying,0.62702215,0,0
So this season of #MKR is going to finish in which decade? Such a drag,not_cyberbullying,0.10956833,0,0
RT @martydownunder: BREAKING: #MKR was not first audition for Kat and Andre!  http://t.co/3lblH8l1mk http://t.co/AF8ZxQ9JcQ,not_cyberbullying,0.018974753,0,0
I've been watching college football all morning so far.,not_cyberbullying,0.024967449,0,0
@Caziinha Eu acho que divia jogar ela da escada viu! Qualquer coisa você fala que sofria bullying e você sai de boa.,not_cyberbullying,0.4269174,0,0
"Martial Arts, spiritual growth, and anti-bullying: A good way to help your child to develop such traits is through martial arts. Depe...",not_cyberbullying,0.051810697,0,0
RT @Nodonn3: #MKR because 5+ minute add breaks are just the best!,not_cyberbullying,0.028385026,0,0
some things i miss about living on campus....most i don't though,not_cyberbullying,0.024967449,0,0
"@VinCastronovo Vinny can I get a GRANDnight please and will u follow me :) STARVE A BULLY, FEED YOUR SOUL, and STAND GRAND :D",not_cyberbullying,0.45090583,0,0
Saddest Leo ever. One of his treats rolled beneath the table and he fell asleep staring at it. http://t.co/7CLFmgLSe2,not_cyberbullying,0.05651112,0,0
"Yeah , finally .",not_cyberbullying,0.0126288915,0,0
@GidgitVonLaRue You're not wrong! Can't wait for their comeuppance. #MKR,not_cyberbullying,0.032863233,0,0
"RT @txvoodoo: Oh my RT @JFKLibrary: In a telegram, #LeonardNimoy pleads with JFK for a safer planet. http://t.co/ohOD9lt2vU",not_cyberbullying,0.021667719,0,0
@AbbytheGroovy are you looking att @sophistihip's butt?,not_cyberbullying,0.584095,0,0
To think that we don't have to go to school on Monday is probably the best feeling  in the world #relief,not_cyberbullying,0.016712861,0,0
"It's super common to run into an unintentional DoS, especially in dev. Ever make a stupid mistake that caused a critical lack of resources?",not_cyberbullying,0.43965456,0,0
I am the worst person to make plans with !,not_cyberbullying,0.28312725,0,0
@_Median_ @Banko40 Agree. The majority of the credit must go to the YPG/YPJ. Risking life in street combat is the hardest part.,not_cyberbullying,0.027206551,0,0
As a female you owe it to your mom and your future daughters to always conduct your self in a very classy way. It's just different now days,not_cyberbullying,0.08083374,0,0
Confused as to why it’s 100 degrees in this classroom,not_cyberbullying,0.03109552,0,0
"Tipo assim, eu ainda não joguei esse The Sims, vou sofrer bullying por isso?",not_cyberbullying,0.10045706,0,0
"@Transition I had a monoprice mechanical keyboard that was pretty nice, but lighting failed. nice monitor - until it failed, too.",not_cyberbullying,0.027442247,0,0
@_sortOfGrown precious u at me lol.,not_cyberbullying,0.08004235,0,0
RT @shahishtiaque Naah I'm not sexist but can someone get me this T-Shirt please? http://t.co/7rQxiqojLf,not_cyberbullying,0.16098402,0,0
@Aiiane @aquarianfool it's important to let people react to abuse. we can't police the feelings they have.,other_cyberbullying,0.067380086,1,0
I still remembered how much i bullied him. Nyehehe,other_cyberbullying,0.3127066,1,0
"@azmoderate @JoeWSJ Again, you talk like an idiot.  I have no religion and what you say changes nothing about Muslims being extremists.",religion,0.76197964,1,0
"Losing lives is much more important. Maybe was not included in cognitive test. DO UR JOB and make school safer, where are the plans the guidance the recommendation. Or bully into opening is the only thing left ur rank. Like u forced Florida, Texas, and other states to open fast",age,0.11388343,1,0
"I taught anti-bullying units to my 7th graders for the 1st two weeks of school each fall. Victims became “analyzers” of the bullies who decided to just shut up or be outed as the abused, neglected, or prejudiced persons that they were. Mary Trump’s book could help heal victims.",age,0.1883923,1,0
oh I had a few bullies •Christopher (my mother’s VERY abusive ex). you weren’t even my bio dad you trash heap get on outta here stop hitting me &gt;:( •Alias. You bit my Nan wtf dude •Daniel. You were just plain nasty &gt;:( •all of Springfield elementary school coz I’m autistic,age,0.718943,1,0
Before you all attack her for her looks. There is an Extremely High chance that this girl is being cyber bullied and her account was hacked. She went from 1 post a month and little to no activity since 2014 with no racists posts. To 10 racists post/hr all in 24 hrs,age,0.2412222,1,0
Schools. Sad when the one being bullied is always the one getting in trouble. Schools stick up for the bullies and the victim is left feeling much worse... I’ll die defending my boy!,age,0.2855005,1,0
"Aww cry me a river :/ ..Then drown in it. RT@tayyoung_ FUCK OBAMA, dumb ass nigger",ethnicity,0.95048624,1,1
Are we role playing as the girls who bullied us in high school,age,0.27412915,1,0
"@PARISDENNARD how can you sit there and let thump make a fool of you, you know how hard he's laughing when he see your dumb ass protecting him he be like look at my nigger behind closed doors smh Wake the fuck up !",ethnicity,0.8629672,1,0
Offal and marrow?,gender,0.056263726,1,0
"@Popehat good call. i might cockpunch them over the internet, as i'm known to do.",other_cyberbullying,0.5921536,1,0
Dumb ugly fuck name wayne ugly nigger off my phone off my mother fucking pussy off my complexion pic.twitter.com/VUcRbdR4iu,ethnicity,0.968226,1,1
"How stupid do you think of me as a racist? while Muslims in my place are the same race as me? we just have different religions, not races!! IDIOT !!!",religion,0.93383175,1,1
5/14/15,other_cyberbullying,0.025203144,1,0
RT @LiarMPs: Labour councillors in Rotherham left vulnerable girls in the hands of KNOWN paedos and doing nothing for fear of being racist!…,religion,0.40891263,1,0
"I went to public school too, only had one girl ever try to bully me about it, and I fixed that problem at a party 2 days later",age,0.15490346,1,0
Drive my heart into the night - you can drop the keys off in the morning 🎶🎵🎼 #kylagray #teamkyla #asian #lace http://t.co/xYmshvZBko,other_cyberbullying,0.055521555,1,0
"Pete and Manu, you're back! We've missed you! #mkr",other_cyberbullying,0.011120965,1,0
@DavidHarvilicz @AFP More left wing scum caving in to the violence of Islam.,religion,0.6289369,1,0
"Why she look like a chocolate chip cookie? RT @Lotta910: Dese crackers can't hold him back!!!! “@tayyoung_: FUCK OBAMA, dumb ass nigger”",ethnicity,0.9288007,1,1
The fucking quality of this stream tho! https://t.co/M5n3rAkeNQ,other_cyberbullying,0.63782936,1,0
"@BlackOpal80 Yeah. My eye opener was a pay gap article. I know a little about econ...tried to explain why it was math, not sexism.  But...",gender,0.07687678,1,0
@agent_of_change lmfao you’re so stupid. No colonialism? #HongKong #Tibet #Philippines No genocide? Like their Muslim population right now? No slavery? Right they want to work for $.20/day. You really are an idiot. Darwin Awards here you come.,religion,0.85173553,1,0
He looks like the bully in a movie about a British boarding school,age,0.31547862,1,0
"@NNdabbour64 Yes, people can believe what they want. But Islam doesn't give them that choice.",religion,0.17025198,1,0
"A religion isn't a race, you absolute idiot. If you were a bit more of a serious person, I'd pull out the criminal stats from all over Europe that I have gathered over the years, showing the propensity to violent crime of muslims. But since you're just trolling, why bother lol.",religion,0.7761081,1,0
by racism i mean the divide bc WHITE skinned mfs and COLORED (negro) mfs. all in between is just more deception. you either negro or u not around this world.,ethnicity,0.6744087,1,0
when i go back to my ghetto ass school i gotta change my aesthetic because they gon bully me for being a soft girl,age,0.6544696,1,0
Fuck a nigger with a nigger that fucks with dumb broke niggas #broke#niggers#stay#broke#don't#fuck#with#emm,ethnicity,0.9817629,1,1
"US Man Baby President: “Nobody likes me” This is the narcissistic egomaniac idolized by every cop in America, the unchecked bullies tormenting American citizens. Vote like you want Middle school to finally be over with.",age,0.47119883,1,0
Killing innocent people is not what our army & the other armed forces are trained for... don't act like idiots because you have a gun...&amp; I feel this the primary reason there is terrorism on the rise in the region...you all are out to kill any Muslim...not right..!,religion,0.6544696,1,0
"Very homophobic, said he would prefer his own son dead than gay. Told a representative that he wouldn't rape her because she was too ugly to deserve rape. Planned false flag attacks on military bases to increase funding to the military (but said it was a joke when found).",gender,0.6342749,1,0
"@ErummKhan Pakistani clowns cheering Chinese army who keep millions of muslims in concentration camps. you're really idiots, guys.",religion,0.8299589,1,0
"Because they like killing, by taking inspiration from that Quran, so if not others, then Muslims..well they like to kill yazidis, n make Yazidi girls as sex slaves..n there r many terrorists in Pakistan also, who don't belong to ISIS may be, how? e.g., Hafiz Saeed",religion,0.54325575,1,0
"Racism in this country is what's driving us all nuts. Aged, young, colored, etc. doesn't matter. U just don't embrace his progressive agenda on Medicare For All, depleting PAC system, etc. Get onboard 100% with us, and you'll be a winner, too. :)",ethnicity,0.2854903,1,0
"RT @jimanish: #BlameOneNotAll is just a rehash of #NotAllMen, right?",other_cyberbullying,0.04760506,1,0
"@cypheroftyr no, thankfully. otherwise the licensing fee would make them cost more. :) http://t.co/UV9rmaJ0E9",other_cyberbullying,0.019854378,1,0
"RIP RT @HeartBreak_Zayy: Beyond ignorant to say. RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity,0.9288007,1,1
"Dying my hair. In a school where your only expression is through your hair and accessories, they sure did bully you into thinking you were grown for wanting pink hair....if anything I’d look more like the loli my friends thought I was",age,0.2922276,1,0
"I don't know you or your daughter, but as a mother of a daughter who has been bullied 3 times by 3 different girls, this is excellent news! I hope you daughter can now go to school with her head held high and not live in fear of someone hurting her.",age,0.20312156,1,0
FUCK YOU DUMB NIGGERS TAKE WHY YOU FUCKS TAKE AWAY 360 PLAYOFFS YOU CUNTS,ethnicity,0.9817629,1,1
"we’re a public school, we’re a public school, we’re a public school my 6th grade history & math teacher bullied me in front of the class often &amp; she dumped a water bottle on my head in front of them. called a girl the n word &amp; is now a high ranking official at another school.",age,0.23415339,1,0
I will not be using killer blondes as a hash tag! #MKR,other_cyberbullying,0.34328604,1,0
"Have you heard about White Supremacists, Ku Klux Klan and other Christian radical groups with millions of support base? So how is Islam alone singled out for radicalization?",religion,0.30464804,1,0
"Do you have any answer , Why bullet fired on you ? Islamic terrorism is reality as soon as u realize as sooner you find answer. Nahi toh USA mai Pakistani doctor arrest hoge, England mai train blast karte miloge Rest of world se ummid n rakho",religion,0.40336934,1,0
@discerningmumin Killing people because they believe differently than you and express that is not an excuse for murder except among Muslims.,religion,0.43965456,1,0
"not sis dming me on ig from a burner talkin abt ""shut up on twitter"" sksksksksksj baby, you might've been able to bully the girls in high school but we're grown LMFAO pack it up regina george",age,0.50789946,1,0
"I don't need to talk to you. When I talk about bullies in high school, I am not trying to make an analogy on Amaury.. ""projecting""? Let it be, there is no solution talking to you, I learned that long long time ago.",age,0.1996317,1,0
"Yes Miley, because a date rape joke is the best way to advocate gay people. I should knock you out.",gender,0.62702215,1,0
@halalcunty @biebervalue @liamxkiwi @greenlinerzjm @halalflaws I dont have to live there to know you can't leave house without male relative,religion,0.2853768,1,0
Trump said he would throw the first pitch at Yankees Stadium. They did not invite him. He’s also crying bc apparently Twitter’s trending metrics bully him. It’s like he’s in middle school.,age,0.23415339,1,0
LOL! Someone on Twitter posted a while back that they don’t care to see pics of their high school bully’s vacation!,age,0.3722269,1,0
I can’t believe I used to let girls bully me in high school that have their instagram bio saying “sunshine with a little mix of hurricane”,age,0.25084448,1,0
YOU LET THE GOD DAMN PLANES OVER HERE YOU DUMB NIGGER FUCK. So much for presidency. #doyourjob,ethnicity,0.95048624,1,1
@BEYONDGAWJUS lol...cyber bullying rotflmao #guhyoucrazy,other_cyberbullying,0.31825066,1,0
@b_bquiet 2 ugly fucks sitting in a row except one is a dumb nigger lol,ethnicity,0.9209984,1,1
I take a nap and LGBT can't play video games anymore wtf,other_cyberbullying,0.55739564,1,0
"My Top 3 Weekly #lastfm artists: Sonic Mayhem (1) &amp; Velvet Revolver (1) http://bit.ly/eGKpg3 Well, that and Gay Jokes Man making shitty rape",gender,0.7105462,1,0
I was waiting for the colored or those people are human. It's just hilarious how people try to explain away racism. It's amazing I've never heard a black person say white people are HUMAN too. I'm still laughing. She sounds ludicrous. No Sweetie. You made your bed. No college 4 u,ethnicity,0.52139956,1,0
Oh it is easy to condemn fellow hindu citizen to nail the hypocracy but don't have an iota of courage to condemn the islamic terrorism. And that's the whole business the bunty bublly doing in media. This is the weakness of democracy u r exploiting to fullest bitch.,religion,0.743089,1,0
"- to see grooming gangs or issues such as radical elements of none Christian religions addressed, they would be accused of racism... And then people won't associate and go out and support those parties because they are afraid of also being labelled as such. This is why the -",religion,0.20149297,1,0
Nah wtf address the fact that Muslims are being oppressed by Hindus you can't just dodge it by saying Muslims are playing the victim card. You're ignoring the FACT that Muslims are being killed for their religious beliefs. Muslims are being killed idiot there is video evidence.,religion,0.82048255,1,0
taemin’s bullies in middle school @taemin,age,0.2043827,1,0
"Another day where the weather is supposed to get up to the mid 70's. I need to find my sunscreen. So, uh, how's that snow out east?",other_cyberbullying,0.016210219,1,0
"Sorry about all the RTs, but this is a really serious issue. This guy is basically the tech anti-feminist that thinks he's an ally.",other_cyberbullying,0.26293078,1,0
"Fight RT ""@AYEE_CALEB: So you mad?? “@tayyoung_: FUCK OBAMA, dumb ass nigger”""",ethnicity,0.90451443,1,1
Made some good friends though through those years. (And I think that girl hates my guts... she never looked at me again years later in high school... still facebook friends though) But yeah not bullied much ever since. Just gotta deal with some hardasses at work and that's that.,age,0.42129645,1,0
this is why asaf is letting ME in the fake scenario and none of YOU guys. y’all are BULLIES. high school BULLIES,age,0.62702215,1,0
"@lynnsanity_: She can get ran over too. RT @_LoveVuitton: Bitch Get SHOT RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity,0.9248995,1,1
I don’t make rape jokes cuz that’s NOT okay I don’t tell jokes about gay people cuz I don’t want to,gender,0.48141238,1,0
dumb ass niggers with Jesus pieces. HILARIOUS.. fuck Jesus.,ethnicity,0.9749944,1,1
"Christian, really, 8 links to support all the points you were trying to discredit...wind is over, solar is over and now your Ilk wants to burn all the trees (Bio Mass) to save the trees...their is a certain kind of Crazy in people like you...Radical Environmentalism is Dead!",religion,0.42985553,1,0
"@DavidVonderhaar GO FUCK YOURSELF!!! you dumb fucking nigger i fucking hate you, just you wait bitch just you wait ill get you fat fuck",ethnicity,0.9563754,1,1
@navikakumar Instead of passing judgments be a jpurnalist asking questions. Here is something u need to investigate? Y is every web series have a Brahmin as a villain ? eg:Article15 twisted story where no Brahmins were involved. #pataallok-brahmin is bad!islamic terrorism good,religion,0.41168427,1,0
"Just had a customer who used to bully me in high school come in and she looks ROUGH. Basically, don’t be a bully kids",age,0.31963667,1,0
"@jncatron No, idiot, Zionism is the determination of Jews to recover a small fraction of the land stolen from them by Muslims.",religion,0.7675452,1,0
"I’m a Black woman. Same, future. There’s no point of the past if I can’t change anything.",ethnicity,0.16043124,1,0
RT @noisykafir: Please draw mohammed! Just a smiley face will do but draw it and post it. #IAmCharlieHebdo http://t.co/QIOVZyNxdJ,religion,0.15103401,1,0
@CompoundMixture @CruisingBye @SuperiorMenArmy Are you delusional?  Islam is one of the most violent and barbaric. http://t.co/3uh4RhYbs1,religion,0.5885171,1,0
"Oof and it seems to her you can't say you're grateful to a certain school unless you get good grades put it this way, you cant be grateful of your mom because you've wronged her at times? I cant stand bullies hiding behind a ""woke"" persona.",age,0.32236105,1,0
WTF?? See this is EXACTLY WHAT I MEAN...I TWEETED 2 YRS AGO ON HERE...PRESIDENT EVERYONE. STILL! DIDNT FN LISTEN. YOU IDIOT'S THOSE ARE OUR F 35S OUR TECH..YOU DONT BUILD THEM IN A FN MUSLIM COUNTRY..THATS AN ENEMY... TURKEY WILL GIVE ALL OF OUR TECH TO PUTIN...INSANITY!!!,religion,0.8364697,1,0
im not tryna be mean but some artists really be drawing gyro and johnny like the white girls that bullied me in high school,age,0.36095104,1,0
GAY ISNT AN INSULT RAPE ISNT A JOKE FEMINISM ISNT SAYING WOMEN ARE BETTER THAN MEN MENTAL HEALTH IS JUST AS IMPORTANT AS PHYSICALLY HEALTH,gender,0.51980776,1,0
ALL YOU DUMB NIGGERS DIE I HAGE ALL OF YOU KILL YOUR SELF NB JM DONE SHUT THE FUCK UP WHORE SND J CAN'T,ethnicity,0.9817629,1,1
"“@thugdawg66 RT @tayyoung_: FUCK OBAMA, dumb ass nigger” pic.twitter.com/VYtd6I2p",ethnicity,0.911035,1,1
Talk about your People you sorry ass dumb-ass Nigger bitch. Leave My Peo0le the fuck alone! You dumb black Fuck!,ethnicity,0.968226,1,1
"@MiraPrivate Omg! I can't fucking spell! Muckbang, also, play overwatch",other_cyberbullying,0.52007306,1,0
"Damn you’re ignorant as hell and ugly AF smh …tell Em why you mad lol “@tayyoung_: FUCK OBAMA, dumb ass nigger”",ethnicity,0.96069145,1,1
"@asem_1994 And I know that Umar imposed the code of Umar, making Jews and Christians third class citizens for centuries.",religion,0.2854937,1,0
"calls a weak man ""gay"" jokes about rape #TheLeaderIWant",gender,0.62702215,1,0
fuck you going nigger? RT @Frico_LiVaRachi: I'm gon miss this dumb twitter shit,ethnicity,0.9563754,1,1
RT @vanityfairmag: Tea Party Spokesman Says NAACP Has No Right to Lecture About Racism http://is.gd/drHr6 Take that u colored! :o,ethnicity,0.27975297,1,0
"I haven't done anything bad!:p @isabelmariee, karma will hunt YOU, for been a bully",other_cyberbullying,0.4574824,1,0
"in the philippines we have, a president who makes rape jokes and considers being gay a disease, xenophobic &amp; racist people everywhere, whatever u wear u'll be catcalled and the blame is on you, oh and scammers too!",gender,0.71760553,1,0
@ICONicHavanaL yeah it sux i hate it then ppl bully me cuz of it seriously theres no reason for that,other_cyberbullying,0.47323486,1,0
"I prefer my racism belligerent and out right ,like when old people call u colored in 2017 that's truth I don't like to be played with",ethnicity,0.4394682,1,0
Hope one of those bitches falls over and breaks her leg  #MKR,gender,0.8988238,1,0
"@KiblersBits I specifically seek guilds/groups who don’t make rape jokes, or gay/fag == bad/terrible/stupid jokes. Or women == stupid/bad/",gender,0.681338,1,0
These little niggers on beyond scared straight look like dumb fucks trying to fight 30 year old men when their 14. #dumbass,ethnicity,0.9209984,1,1
"Go do one what.. be clear, you sound like an idiot. If Muslims are seen as losers, it's because there's infighting among themselves (but fanatically united by faith, as anybody opposing them usually find) and the 'West' is busy encouraging that for finance gain.",religion,0.76197964,1,0
"Wooooow some dude just drove passed me an yelled ""Dumb Nigger!"" out his window... I hope I fuck his daughter tonight downtown #ThatsBing",ethnicity,0.78855824,1,0
"HE'S A DAMN MUSLIM! WHAT DO YOU EXPECT! STUPID ENGLISH LET THE ARABS &amp; MUSLIMS BUY UP LONDON ASSETS, LET THE MIGRANT HOARDE COME IN AND NOW THEY CAN'T POLICE THEM, OR CONTROL, AND LET KHAN DESTROY EVERYTHING THAT WAS BRITISH! IDIOTS &amp; SOCIALISTS DESTROY ENGLAND!",religion,0.95048624,1,1
Kuch bhi ho Palghar Lynching bahut horrific thi. Mene support bhi kiya tha kyu ki Radical Christian missionaries+Naxalites ki dain thi bo Usse pahle Jharkhand main bhi aise hi association ne sadhu ki mara tha..,religion,0.37795907,1,0
@girlziplocked @ameliagreenhall i have been raging at him for uh... 5 months? i think? ever since innovating women.,other_cyberbullying,0.16098402,1,0
“No one at this school should pick on any class of people. It’s like watching magicians bully jugglers.”- Jeff Winger #community #sixseasonsandamovie,age,0.18364124,1,0
